nombre,masa,radio,entropia,informacion,gi
Galaxia_481,773785766754.948730,34591.660528,6.119723,28.344051,1999.001465
Galaxia_414,962777667769.525269,39308.981565,6.711221,32.075052,1987.528265
Galaxia_234,615068194385.994995,25837.479049,5.386149,17.301136,1975.259550
Galaxia_269,544284229126.878662,96030.250533,1.680722,84.090525,1970.897079
Galaxia_151,261215647939.861877,29104.171311,5.809045,55.162663,1954.493134
Galaxia_305,801829788232.470825,58827.864566,4.798284,60.152238,1938.593126
Galaxia_342,656588172549.096069,42655.842368,2.918900,23.452508,1935.130556
Galaxia_345,147498793209.019196,32291.995868,1.670041,33.584446,1898.510190
Galaxia_387,245389788719.487396,18429.492326,8.083995,31.661858,1888.622970
Galaxia_200,415600542064.663208,46072.358496,4.293979,61.594548,1874.486375
Galaxia_450,305102316436.698181,39768.304775,4.051945,58.957617,1873.494426
Galaxia_220,404810724073.437866,73918.722326,2.534070,94.949960,1852.777498
Galaxia_195,170454096836.630280,29556.784965,4.901373,69.248530,1839.885122
Galaxia_210,983000364991.127808,49967.179739,6.056453,42.259591,1833.563444
Galaxia_140,886373901815.615356,68022.417543,3.558660,50.944488,1830.324114
Galaxia_146,682874327270.771362,53276.761982,8.640670,98.125554,1823.496967
Galaxia_429,363210902671.252197,58109.161058,3.219180,79.559726,1774.279528
Galaxia_442,770765727954.801758,61307.539648,7.369391,95.424733,1772.266780
Galaxia_22,481311574129.213867,47015.997964,7.509141,90.727582,1755.857296
Galaxia_4,468868433514.358582,45134.629887,7.844384,88.107579,1725.404074
Galaxia_184,355992649318.962463,43734.129082,6.385080,87.456910,1701.503638
Galaxia_76,473777020031.174927,53774.891322,6.205445,95.943930,1690.692011
Galaxia_416,922050067815.212769,67299.988408,3.666903,45.028323,1668.458572
Galaxia_377,816364774296.289062,60252.759152,7.990937,87.389194,1641.328723
Galaxia_297,87486393471.464447,15547.932499,5.560666,37.313664,1620.844017
Galaxia_392,489050922110.595947,45092.185282,5.681667,56.161214,1586.781679
Galaxia_136,485614917451.626465,52842.336339,7.455997,99.658047,1551.457130
Galaxia_198,608442189663.576904,85280.172320,1.945571,53.650820,1539.770620
Galaxia_125,680112392928.517944,64905.887677,5.044818,70.724702,1510.577502
Galaxia_281,258063947850.086029,27551.539399,6.799758,44.887701,1497.871570
Galaxia_332,102154474687.880966,37485.751623,1.211153,37.349315,1496.272910
Galaxia_496,421301026509.269958,57622.123914,5.026491,88.377368,1489.000915
Galaxia_254,879804079075.231079,95706.514470,1.568919,36.083603,1474.400110
Galaxia_129,32383364523.347271,25332.262037,1.196116,50.804572,1430.558042
Galaxia_221,874049740964.061035,47190.005807,9.376176,50.898944,1422.081041
Galaxia_413,502551370026.234680,76660.375501,3.839709,93.735554,1393.314794
Galaxia_461,354536554972.456909,28089.596851,8.374998,38.801243,1389.428344
Galaxia_212,386914744379.735962,35970.094911,5.362754,37.163422,1383.135880
Galaxia_301,845707372457.822998,60361.577921,7.327809,65.066865,1375.592629
Galaxia_160,889617664693.300537,73399.735901,6.254899,77.033744,1357.313291
Galaxia_306,883435798283.779419,60161.358802,9.303116,76.571777,1340.865587
Galaxia_83,659792543515.371460,75283.635868,4.753739,81.832731,1337.527700
Galaxia_367,165581840261.690308,62544.862183,1.546685,72.705871,1328.005670
Galaxia_485,88731513093.256592,32962.203581,3.722784,90.525033,1325.411850
Galaxia_428,693879185959.907349,51635.533452,9.367092,71.437038,1324.678289
Galaxia_128,757705184662.492065,71782.338076,7.491627,99.317165,1301.122995
Galaxia_240,264199271091.896118,97749.703137,1.204026,83.766669,1283.921014
Galaxia_318,735446580584.401978,74526.179863,6.644865,96.350963,1281.469792
Galaxia_395,617577028612.433350,66282.385122,3.901429,52.527513,1263.172254
Galaxia_400,361049732142.307495,33732.971603,6.520236,38.759148,1258.849355
Galaxia_134,139628444930.306763,20583.111738,8.336601,47.177630,1244.813041
Galaxia_353,478592246890.102722,95694.027778,2.205623,78.697760,1244.603168
Galaxia_55,573451940871.665405,47615.534257,5.111542,37.338646,1233.136629
Galaxia_324,107134074282.064392,44248.241987,1.336159,44.821569,1225.087271
Galaxia_246,516717529560.075867,59774.659440,7.407682,93.292559,1215.594731
Galaxia_92,852338396766.498901,76174.685995,7.066313,87.289456,1211.057444
Galaxia_462,548980477456.733765,62518.467473,5.905770,74.225204,1178.203072
Galaxia_494,360445908084.183777,61243.434524,4.976614,91.188252,1175.251492
Galaxia_270,554236669293.180420,39438.008572,5.567124,27.509636,1175.233628
Galaxia_169,317257242142.208191,55706.205909,1.790919,30.464844,1160.728814
Galaxia_339,199638396843.922119,55585.722012,2.169575,58.386525,1160.537470
Galaxia_223,823746058807.803223,49152.943105,2.972088,15.080465,1154.653231
Galaxia_399,301741987080.924316,67663.357911,3.583055,93.116375,1143.156575
Galaxia_479,236812072668.376648,42924.544606,6.772936,90.199633,1142.418741
Galaxia_3,843822186145.898560,87998.389204,4.385894,68.401783,1134.267554
Galaxia_209,381310079894.890015,67994.708175,3.931283,80.812982,1131.564898
Galaxia_323,359108787813.419189,32378.427008,5.698504,27.917204,1120.032396
Galaxia_21,266424739669.642212,84251.599376,1.554137,69.358301,1117.970585
Galaxia_435,851191608812.051514,90603.368799,5.878055,94.373096,1111.112912
Galaxia_17,750636039421.973267,41721.904151,9.839673,37.455311,1095.567613
Galaxia_238,766928656220.921387,84759.624203,4.657921,71.285677,1090.415161
Galaxia_467,198643530244.493103,33644.823358,1.873967,17.375036,1085.938299
Galaxia_282,536150920628.094727,85221.284738,3.124515,68.509938,1080.354311
Galaxia_163,867427139412.212891,68531.795739,8.408847,72.520372,1063.108462
Galaxia_164,542249557871.724976,82526.977879,4.894397,97.286793,1056.250335
Galaxia_182,731525164180.159302,82687.717948,2.295238,33.555675,1043.973393
Galaxia_325,933387908036.775879,95046.254545,4.613415,69.153745,1033.689554
Galaxia_95,558450510396.881348,51533.510612,7.938770,58.294355,1030.584668
Galaxia_232,864256936960.483887,89496.857641,5.725741,81.462704,1024.611895
Galaxia_375,633599030298.439819,31535.672897,8.302271,19.997593,1024.227182
Galaxia_139,872122284575.083008,91984.682007,6.660325,98.477082,1017.164530
Galaxia_230,907798374544.372070,79380.964976,6.977611,73.793314,1016.885394
Galaxia_178,897984793042.426025,52994.133546,3.668945,17.453668,1015.227705
Galaxia_384,863696929058.330566,82217.431522,7.193002,85.045845,1008.280987
Galaxia_241,531367959486.534363,46450.312936,5.785315,35.236259,1001.119264
Galaxia_245,934405269122.665894,39055.209950,7.883287,19.277329,999.820483
Galaxia_249,719745060716.117920,53706.389957,9.363763,55.666165,990.085994
Galaxia_54,306140716730.613770,31805.390206,4.271214,20.838276,985.450536
Galaxia_415,414233785264.012024,65697.209695,3.546640,54.032465,975.874132
Galaxia_242,302969962356.217834,65435.233217,3.685514,76.128901,975.511363
Galaxia_236,164738175873.627716,45982.355192,4.618250,86.311318,971.867157
Galaxia_94,752334120075.417847,69200.364734,6.276113,57.808576,965.829681
Galaxia_419,302464843463.915222,44326.152311,1.147899,10.736693,961.000551
Galaxia_473,906288787980.781006,55502.097890,6.223037,30.408075,959.487585
Galaxia_343,572981562607.468994,84117.017565,2.354765,41.749090,958.244463
Galaxia_302,716659846275.542236,50550.384256,7.552341,38.626514,957.355437
Galaxia_135,495051567020.395874,91228.801877,1.133488,26.813053,939.112831
Galaxia_167,635190701652.971558,65049.754655,8.284641,77.348452,935.396913
Galaxia_298,649792856711.611816,61757.290462,9.266434,75.139667,922.062449
Galaxia_391,72144809151.371674,36627.117907,3.493681,87.900045,903.046207
Galaxia_166,416701009376.754272,64880.686192,5.527525,75.177413,898.576940
Galaxia_123,58022016724.001869,46456.312451,1.685761,84.333717,897.659489
Galaxia_231,488530440294.053833,61816.924386,2.198218,22.674838,880.144755
Galaxia_103,806247689653.603760,86227.599736,7.682965,91.623159,863.092697
Galaxia_190,619476143909.482788,74535.770650,6.899394,79.422367,856.706572
Galaxia_430,517604975837.091431,65117.998683,8.999579,94.416801,854.729502
Galaxia_411,907759340596.327637,81539.253368,8.870845,82.688257,849.417770
Galaxia_453,206090686769.662750,60192.115804,1.763036,39.192805,843.970863
Galaxia_37,195548870265.704254,32087.709281,6.472622,42.918012,840.508909
Galaxia_179,235910911719.835663,49373.300161,6.573933,84.143665,826.732340
Galaxia_126,379261077338.791077,57230.271439,6.474398,69.052330,824.272205
Galaxia_278,419616540286.150452,38826.974009,3.544059,15.698409,822.895622
Galaxia_421,503735031924.128418,69726.903780,7.862665,93.450042,821.894895
Galaxia_349,447295487713.067383,85882.149481,4.482686,90.749609,819.407493
Galaxia_275,835828852691.618164,66610.263602,9.854270,64.027942,816.931046
Galaxia_372,787018470376.605957,82106.404881,6.285601,64.368188,797.921793
Galaxia_338,230790949322.279236,39948.663830,4.072134,33.560894,795.481975
Galaxia_431,806982076695.952148,75862.695944,5.657962,47.996371,793.890686
Galaxia_486,807428426422.174072,53828.023375,3.395011,14.402172,789.002574
Galaxia_158,688072922323.988159,87246.860347,4.877106,62.682941,775.401974
Galaxia_12,369315724934.962646,40967.195114,3.308601,16.755201,743.763685
Galaxia_213,565113179892.602905,94731.692959,3.888644,68.675564,742.255608
Galaxia_334,762330825294.031372,94878.256250,6.248276,81.254396,735.024492
Galaxia_468,721685961068.416382,75573.348246,6.618910,57.113948,727.732399
Galaxia_480,284138571756.168091,84712.993472,3.450221,94.358867,722.720590
Galaxia_98,410743778993.701050,75838.026663,6.515358,98.456494,720.291162
Galaxia_470,180432166307.010864,36619.018728,6.615826,52.972228,719.067757
Galaxia_268,596206006933.436157,63024.923128,9.803516,69.338644,708.549901
Galaxia_422,635925888921.454712,95201.446242,4.625191,68.551073,694.078749
Galaxia_357,635642364919.813721,63887.530187,6.225380,40.988896,684.362239
Galaxia_360,200337410657.269318,41036.010549,4.221580,35.850314,674.301912
Galaxia_41,302397861485.928101,47540.633889,3.805057,28.058460,658.500399
Galaxia_260,596895684153.379028,33927.517458,5.594661,10.443882,646.081626
Galaxia_211,863863964544.874878,77286.474540,7.960368,52.934561,641.873910
Galaxia_333,933675449778.434204,80815.834413,7.206637,47.914192,634.365647
Galaxia_109,250799084264.238312,93708.170396,2.208958,73.288211,632.443008
Galaxia_96,662282477692.003296,73318.892849,3.982064,30.529953,630.425854
Galaxia_141,869318217240.009766,66597.902292,8.027746,38.289953,623.956147
Galaxia_86,754704404880.408936,94485.365393,6.629282,71.903227,611.976543
Galaxia_449,69477424325.777802,22845.513792,5.318062,36.010107,601.613780
Galaxia_58,146499052384.315674,38826.126303,9.632309,89.271432,601.137820
Galaxia_289,356972444506.723633,66588.238036,8.472856,94.383943,598.567513
Galaxia_388,367564270811.330261,60519.584442,6.146098,54.441964,593.308683
Galaxia_406,544310655429.829224,67417.713732,9.034842,66.833760,591.261153
Galaxia_437,597823676670.853394,91330.872821,7.044124,86.592191,588.023603
Galaxia_224,771603542188.746460,79719.025306,7.855748,55.542592,572.946421
Galaxia_218,325707187206.781250,54754.609087,4.654365,36.305102,565.585165
Galaxia_330,134919157832.388809,40748.024027,9.077835,91.939043,549.266907
Galaxia_299,989883787754.519287,67729.499054,4.833213,18.248337,543.776789
Galaxia_38,735272872931.297729,52039.316811,3.599340,10.382055,522.697437
Galaxia_466,155631683665.703583,58322.188058,2.834797,46.382943,499.655747
Galaxia_235,262911009464.232056,77076.031190,4.146955,70.123581,499.470080
Galaxia_316,687156694508.557861,80343.720267,6.793446,47.472189,496.484974
Galaxia_368,645467286534.004028,55281.908751,8.443211,29.456078,491.791080
Galaxia_185,218594387723.627960,50352.036344,8.763945,74.475901,489.019620
